frame_num,x,y,w,h,x_c,y_c,confidence
0,862,955,195,81,960,996,0.47
1,700,645,173,70,787,680,0.96
1,1378,892,239,81,1497,932,0.95
1,562,929,150,66,637,962,0.94
1,1712,798,127,59,1776,828,0.94
1,744,877,106,37,798,896,0.91
1,1113,934,81,33,1154,951,0.91
1,1187,924,118,44,1246,946,0.89
2,701,645,172,69,787,680,0.96
2,562,930,150,67,637,964,0.95
2,1391,891,249,84,1515,933,0.95
2,1700,801,125,57,1762,830,0.93
2,1113,934,81,33,1154,951,0.92
2,743,877,108,37,797,896,0.9
2,1190,924,118,42,1249,945,0.89
3,700,644,173,70,787,679,0.96
3,562,929,149,67,637,963,0.94
3,1403,888,257,86,1531,931,0.94
3,1689,802,126,59,1752,832,0.93
3,1111,934,83,33,1152,951,0.92
3,743,877,109,36,797,895,0.9
3,1191,923,119,42,1251,944,0.64
4,699,643,175,69,786,678,0.96
4,564,930,149,66,638,963,0.94
4,1680,803,123,58,1742,832,0.93
4,1415,886,266,93,1548,933,0.93
4,1113,935,77,33,1152,951,0.92
4,744,876,109,37,799,895,0.91
4,1192,923,119,42,1251,945,0.87
5,699,638,174,70,786,674,0.96
5,1428,886,273,95,1564,933,0.93
5,565,931,148,59,639,961,0.93
5,1670,802,123,54,1732,829,0.93
5,1110,935,80,32,1151,952,0.92
5,745,874,111,36,800,893,0.88
5,1192,923,123,45,1253,946,0.82
6,698,630,175,70,786,665,0.95
6,565,930,149,61,640,960,0.94
6,1442,882,281,96,1582,930,0.94
6,1662,798,118,55,1721,826,0.94
6,1111,935,77,31,1150,951,0.91
6,748,868,108,38,802,887,0.91
6,1196,921,123,43,1258,943,0.85
7,698,624,176,71,786,660,0.96
7,1655,795,119,57,1714,824,0.94
7,1453,885,286,102,1597,936,0.94
7,566,932,148,58,641,962,0.93
7,1194,924,126,44,1257,946,0.93
7,1108,937,81,31,1149,953,0.92
7,750,866,109,37,804,884,0.86
8,698,610,175,72,786,646,0.96
8,568,932,147,58,642,961,0.95
8,1643,790,116,54,1702,817,0.94
8,1471,881,298,104,1620,934,0.94
8,1109,937,78,30,1148,952,0.92
8,1195,923,128,46,1259,946,0.92
8,753,858,108,37,808,877,0.89
9,698,593,174,74,786,630,0.96
9,569,932,147,59,643,962,0.94
