frame_num,x,y,w,h,x_c,y_c,confidence
1,282,932,94,35,330,949,0.93
1,1135,933,78,34,1174,950,0.92
1,220,849,166,50,303,874,0.91
1,768,868,69,34,802,885,0.91
1,891,719,135,49,958,744,0.77
1,976,750,76,28,1014,765,0.51
2,274,932,96,35,323,950,0.93
2,1149,933,80,35,1189,951,0.93
2,757,867,70,35,792,884,0.88
2,222,850,160,49,302,875,0.84
2,891,721,136,47,960,745,0.66
3,269,932,94,34,317,949,0.93
3,1161,933,81,34,1202,951,0.93
3,747,867,70,34,782,884,0.91
3,228,849,147,47,302,873,0.82
3,893,720,137,47,962,744,0.65
4,262,932,95,34,310,950,0.93
4,1174,933,81,35,1214,951,0.93
4,737,866,72,35,773,884,0.92
4,895,718,135,49,962,743,0.89
4,725,929,147,65,798,962,0.54
4,975,749,76,29,1013,764,0.51
4,225,848,158,48,304,873,0.49
5,1187,934,79,34,1226,951,0.93
5,256,933,95,35,304,950,0.93
5,729,865,71,34,765,883,0.9
5,899,714,132,48,965,738,0.69
5,722,929,146,53,795,956,0.52
6,251,932,94,34,298,949,0.94
6,1199,934,79,32,1239,950,0.92
6,719,862,72,34,756,879,0.9
6,229,838,155,50,307,864,0.84
6,718,927,147,57,791,955,0.55
6,900,706,135,53,968,733,0.44
7,246,934,93,35,293,952,0.93
7,1208,935,79,32,1248,952,0.93
7,239,835,142,49,310,860,0.92
7,715,860,69,34,750,877,0.92
7,715,931,148,64,789,963,0.86
7,902,703,134,52,969,729,0.65
8,1222,935,79,33,1262,952,0.94
8,241,934,88,34,285,951,0.93
8,704,855,71,33,740,872,0.93
8,711,932,147,64,784,964,0.92
8,906,695,134,50,973,720,0.92
8,230,824,167,52,314,851,0.91
8,978,740,76,24,1016,753,0.73
9,697,848,69,34,732,865,0.93
9,236,813,163,51,318,838,0.93
9,237,934,89,35,282,952,0.92
9,1234,933,76,31,1272,949,0.91
9,909,685,134,50,976,710,0.91
9,706,930,146,58,780,959,0.64
10,228,935,93,35,275,953,0.94
10,1243,923,78,32,1283,939,0.94
10,689,841,70,35,724,858,0.93
10,914,673,132,49,980,698,0.92
10,242,802,154,50,319,827,0.91
10,702,931,149,58,776,960,0.91
11,1254,913,76,32,1292,929,0.94
11,682,833,71,36,718,851,0.93
11,224,928,95,34,271,946,0.93
11,245,790,164,50,327,815,0.93
11,920,661,129,49,985,686,0.88
11,696,933,145,58,769,962,0.78
11,746,934,112,38,802,953,0.68
11,979,721,78,25,1018,734,0.44
12,676,830,70,35,711,847,0.94
12,1261,907,78,33,1301,924,0.93
12,252,782,160,49,332,807,0.93
12,223,922,89,34,268,939,0.93
12,690,922,148,71,764,958,0.91
12,923,654,130,46,988,678,0.87
12,978,717,78,25,1018,730,0.86
12,767,937,96,37,815,956,0.65
13,256,769,163,52,338,795,0.94
13,221,912,88,34,265,929,0.94
13,671,822,70,35,706,840,0.94
13,1269,898,76,30,1307,914,0.92
13,687,906,148,71,761,942,0.9
13,774,928,91,36,820,946,0.88
13,931,643,129,41,996,664,0.46
13,980,711,75,25,1018,724,0.44
14,217,901,91,34,263,918,0.94
14,664,815,70,34,699,832,0.93
14,1279,886,76,33,1317,903,0.93
14,679,892,146,67,753,926,0.93
14,261,756,165,50,344,781,0.93
14,785,918,85,35,828,935,0.91
14,979,703,76,25,1017,716,0.85
14,936,629,129,48,1001,653,0.78
15,268,749,162,52,349,775,0.94
15,1286,880,76,31,1325,896,0.94
15,658,809,70,35,694,827,0.94
15,788,910,85,34,831,928,0.94
15,215,894,87,34,258,912,0.94
15,942,621,130,51,1007,647,0.92
15,673,881,146,71,746,917,0.92
15,979,699,76,27,1018,713,0.52
16,274,741,160,51,354,767,0.94
16,667,873,144,65,740,906,0.94
16,211,886,93,34,258,904,0.94
16,653,805,71,34,688,822,0.93
16,1292,872,76,31,1331,888,0.93
16,793,905,84,32,836,921,0.92
16,946,613,130,44,1011,635,0.86
16,977,694,77,27,1015,708,0.8
17,281,734,158,52,360,760,0.95
17,659,862,145,65,732,895,0.94
17,1299,866,76,31,1338,882,0.94
17,650,800,67,33,684,817,0.93
17,209,880,93,33,256,897,0.93
17,798,897,83,32,840,914,0.92
17,955,605,128,52,1019,632,0.92
17,978,689,75,29,1016,704,0.9
18,654,857,145,64,727,889,0.95
18,207,877,93,33,254,894,0.94
18,284,730,158,51,364,756,0.94
18,799,893,86,32,842,910,0.93
18,1304,862,75,32,1342,878,0.92
18,645,798,69,33,680,815,0.92
18,960,601,127,51,1024,626,0.92
18,978,688,76,27,1016,702,0.85
19,645,847,144,67,717,881,0.95
19,290,724,156,52,368,750,0.94
19,804,887,85,32,847,904,0.94
19,204,870,94,33,251,887,0.94
19,1310,857,75,31,1348,873,0.94
19,641,794,69,33,675,810,0.92
19,977,683,78,29,1016,697,0.91
19,967,594,126,42,1031,615,0.89
20,637,840,144,65,709,873,0.95
20,205,865,91,33,251,881,0.94
20,296,720,154,51,373,746,0.94
20,637,789,70,35,673,806,0.94
20,808,882,82,32,850,898,0.93
20,1315,852,76,30,1353,867,0.93
