frame_num,x,y,w,h,x_c,y_c,confidence
1,733,697,166,98,816,746,0.96
1,418,504,171,75,503,542,0.95
1,1217,922,125,46,1280,945,0.95
1,838,933,82,33,879,949,0.93
1,1193,776,109,34,1248,793,0.93
1,1364,940,94,43,1411,962,0.91
2,753,690,167,101,837,741,0.97
2,413,504,178,75,502,542,0.95
2,1210,922,121,44,1271,945,0.93
2,1192,776,110,35,1247,794,0.93
2,826,933,82,33,868,950,0.92
2,1365,940,94,41,1412,961,0.66
2,1744,857,172,44,1830,879,0.56
3,770,686,168,103,854,737,0.96
3,417,503,172,75,503,541,0.95
3,818,933,83,33,859,949,0.92
3,1203,923,120,42,1263,944,0.92
3,1190,777,110,34,1246,794,0.91
3,1741,855,176,46,1829,878,0.82
3,1364,940,96,42,1413,961,0.74
4,788,680,168,104,872,732,0.97
4,415,503,175,75,503,540,0.95
4,1195,923,120,43,1255,945,0.94
4,809,932,84,34,851,949,0.93
4,1189,776,111,36,1244,794,0.93
4,1364,940,96,41,1413,961,0.49
5,806,673,169,104,890,725,0.97
5,416,499,175,76,504,537,0.95
5,1188,925,118,43,1248,946,0.93
5,801,933,82,35,842,951,0.93
5,1188,773,108,36,1243,791,0.92
5,1365,941,97,44,1414,963,0.8
6,824,656,172,108,910,710,0.97
6,417,492,175,77,504,531,0.95
6,1181,922,117,44,1240,944,0.94
6,1187,769,110,36,1242,787,0.94
6,794,933,82,33,836,949,0.92
6,1738,845,176,48,1826,869,0.9
6,1367,943,96,40,1415,963,0.88
7,837,647,174,108,924,701,0.97
7,417,489,175,75,504,527,0.95
7,1177,926,117,41,1235,947,0.94
7,789,935,80,33,830,952,0.93
7,1738,841,174,49,1825,866,0.92
7,1369,944,97,42,1418,965,0.91
7,1186,767,109,36,1241,785,0.9
8,860,622,176,113,948,678,0.97
8,417,477,176,77,505,516,0.96
8,1167,925,117,42,1226,947,0.94
8,779,934,79,33,819,951,0.93
8,1184,760,103,34,1236,777,0.93
8,1372,943,97,43,1421,965,0.92
8,1735,830,174,45,1822,853,0.62
9,879,595,176,116,967,653,0.97
9,419,463,175,81,506,504,0.95
9,1162,926,116,41,1220,947,0.94
9,1180,752,108,35,1234,770,0.93
9,771,932,84,32,813,949,0.92
9,1375,943,97,43,1424,965,0.92
