frame_num,x,y,w,h,x_c,y_c,confidence
1,445,909,179,60,535,939,0.94
1,893,723,129,50,958,748,0.94
1,1286,908,158,62,1366,939,0.92
1,1026,937,114,49,1083,962,0.91
1,1461,862,144,43,1534,884,0.9
2,416,909,178,60,505,939,0.94
2,1271,909,155,62,1349,940,0.94
2,891,723,132,49,957,748,0.94
2,1026,937,115,48,1083,961,0.92
2,1461,863,144,44,1534,885,0.9
2,1883,332,36,119,1901,392,0.53
3,891,723,130,49,957,748,0.93
3,1260,908,156,61,1338,939,0.93
3,1462,862,145,45,1534,885,0.91
3,1027,936,115,48,1084,960,0.91
3,391,909,180,59,481,938,0.9
4,891,722,130,51,956,748,0.94
4,1247,909,156,61,1325,940,0.94
4,365,909,181,59,456,939,0.93
4,1028,937,116,51,1086,962,0.92
4,1463,862,144,44,1535,884,0.91
5,1235,909,156,62,1314,941,0.94
5,890,720,129,50,955,745,0.94
5,339,909,185,63,432,941,0.94
5,1470,859,138,42,1539,880,0.89
5,1030,938,115,51,1088,964,0.77
6,1224,908,155,62,1302,939,0.95
6,887,714,129,47,952,737,0.93
6,316,908,185,62,408,940,0.92
6,1464,853,143,43,1536,875,0.92
6,1034,938,113,47,1091,962,0.91
7,1214,912,157,62,1292,943,0.95
7,297,911,186,64,390,943,0.93
7,883,711,131,50,949,736,0.93
7,1465,849,142,44,1537,871,0.93
7,1036,939,113,48,1092,963,0.9
8,1200,911,155,62,1278,942,0.95
8,879,701,131,48,945,726,0.94
8,270,911,186,62,363,942,0.93
8,1039,939,112,42,1096,960,0.92
8,1466,838,141,44,1536,861,0.92
9,1189,911,155,62,1267,942,0.95
9,876,690,130,48,942,715,0.94
9,1464,827,143,45,1536,850,0.92
9,251,905,184,56,343,933,0.89
9,1042,938,114,42,1099,960,0.89
10,1179,914,154,62,1256,945,0.94
10,1463,815,144,47,1536,839,0.94
10,232,888,187,60,325,918,0.94
10,872,680,129,50,937,705,0.93
10,1046,941,115,51,1104,967,0.92
11,1168,912,155,62,1246,943,0.95
11,869,669,128,51,933,694,0.94
11,215,868,186,61,308,899,0.94
11,1464,803,144,45,1536,826,0.93
11,1051,939,114,46,1108,962,0.92
12,198,856,186,63,292,888,0.95
12,1466,794,143,49,1538,818,0.94
12,864,661,129,51,929,686,0.93
12,1054,932,118,53,1114,959,0.93
12,1159,917,155,60,1236,948,0.92
13,189,839,184,61,281,870,0.95
13,862,649,128,52,926,676,0.94
13,1150,902,155,63,1228,934,0.92
13,1059,921,114,52,1116,947,0.92
13,1469,783,141,45,1539,806,0.91
14,174,818,182,60,265,848,0.94
14,1465,768,145,49,1537,792,0.94
14,854,636,129,54,918,663,0.94
14,1064,905,114,54,1121,933,0.93
14,1138,879,153,64,1214,911,0.91
15,159,805,183,60,251,836,0.94
15,1129,867,154,61,1206,898,0.94
15,848,628,128,52,912,655,0.94
15,1466,760,146,47,1539,783,0.93
15,1069,898,116,55,1128,926,0.92
16,149,792,183,61,240,823,0.95
16,1467,749,145,50,1540,775,0.95
16,842,620,128,54,907,647,0.94
16,1121,853,152,62,1197,884,0.93
16,1075,888,113,54,1132,916,0.92
17,137,780,183,59,229,810,0.95
17,836,612,130,54,901,640,0.94
17,1113,839,153,62,1190,870,0.94
17,1468,740,146,50,1541,765,0.94
17,1081,883,115,52,1139,909,0.93
18,130,773,182,61,221,804,0.95
18,1469,734,146,51,1543,760,0.94
18,833,608,127,55,896,636,0.94
18,1109,833,152,59,1186,863,0.93
18,1085,876,115,55,1143,904,0.91
19,119,763,181,61,210,794,0.96
19,1474,727,146,48,1547,751,0.95
19,823,601,128,55,887,629,0.94
19,1101,821,152,63,1177,852,0.93
19,1093,868,114,56,1150,896,0.93
20,111,752,183,59,202,782,0.95
20,1475,718,146,53,1549,745,0.95
20,816,595,129,56,881,623,0.93
20,1097,811,150,63,1172,843,0.93
20,1100,863,111,56,1156,891,0.92
21,108,739,179,62,198,770,0.95
21,1476,708,148,53,1550,735,0.94
21,811,587,128,56,875,615,0.93
21,1091,797,150,59,1167,827,0.93
21,1106,852,112,58,1162,881,0.92
22,101,727,182,61,192,758,0.95
22,1477,697,151,53,1552,724,0.95
22,1087,785,150,61,1163,816,0.94
22,803,578,128,58,867,607,0.94
22,1113,849,111,53,1168,876,0.92
23,100,719,179,63,190,751,0.96
23,1480,691,150,52,1555,717,0.95
23,1085,776,149,62,1160,807,0.94
23,798,575,126,55,861,602,0.94
23,1120,843,111,55,1176,870,0.93
24,98,709,180,63,188,741,0.95
24,1082,766,152,60,1158,796,0.95
24,1482,683,150,52,1558,709,0.94
24,1124,837,112,54,1180,864,0.94
24,792,569,128,55,856,597,0.94
25,97,705,178,62,186,736,0.96
25,1486,677,153,53,1562,704,0.95
25,1081,762,148,60,1155,792,0.95
25,1134,835,109,53,1189,861,0.94
