10,1076,916,1221,972
412,1899,712,1920,721
483,1006,467,1147,545
438,1721,406,1910,515
425,1833,589,1920,654
302,664,618,800,681
243,151,525,323,597
47,999,509,1129,578
52,954,524,1083,595
110,328,531,495,605
266,371,509,523,580
203,0,386,12,393
65,817,616,953,681
33,1064,626,1201,689
89,577,420,722,500
113,306,471,471,549
289,570,498,706,566
311,734,672,869,734
14,1076,917,1223,974
92,542,441,690,520
225,0,690,120,756
97,478,498,633,574
455,1441,469,1616,554
392,1641,784,1847,857
27,1069,737,1209,794
370,1305,335,1457,429
324,857,554,985,621
101,422,562,584,634
114,295,449,461,529
280,494,522,636,590
360,1194,274,1349,373
493,867,452,1009,529
303,669,626,805,688
150,0,482,76,547
23,1072,799,1214,858
460,1367,556,1537,633
246,187,490,354,564
380,1446,525,1620,604
8,1076,915,1221,972
85,622,417,764,497
232,17,609,205,676
436,1732,441,1920,533
6,1076,914,1220,971
492,879,448,1021,526
349,1077,359,1221,446
120,243,388,408,472
442,1655,392,1849,485
222,0,667,97,732
255,280,456,438,531
53,944,534,1073,604
90,566,422,712,502
416,1897,647,1920,656
95,505,471,657,548
271,406,574,557,639
260,325,452,479,527
63,838,625,974,689
233,33,604,218,671
358,1171,270,1324,372
403,1814,891,1920,950
471,1200,662,1356,732
153,0,568,27,587
461,1356,573,1525,648
126,189,344,353,433
108,340,567,508,638
305,684,666,821,727
37,1062,571,1197,636
258,306,452,462,527
353,1120,294,1266,409
116,281,411,446,494
478,1081,523,1224,598
430,1796,557,1920,638
494,853,457,995,533
148,0,450,103,522
415,1909,674,1920,683
467,1269,679,1432,750
423,1845,584,1920,645
100,437,547,596,619
450,1518,414,1698,504
398,1740,881,1920,954
117,273,412,439,495
129,160,338,318,424
98,465,513,621,587
211,0,451,55,507
429,1805,567,1920,647
291,585,504,721,573
371,1322,352,1480,448
394,1668,814,1889,887
444,1618,389,1810,482
284,531,500,670,559
339,982,427,1113,498
333,930,459,1056,519
472,1182,642,1335,712
414,1909,684,1920,692
278,473,545,618,611
364,1233,281,1392,380
345,1039,418,1179,498
295,613,532,749,599
418,1879,615,1920,657
76,713,449,849,526
325,865,535,992,603
220,0,638,90,694
330,908,477,1033,549
36,1063,589,1198,654
29,1068,713,1208,773
4,1076,913,1220,969
252,251,453,411,529
274,432,578,582,644
313,756,660,888,722
235,58,573,240,643
326,875,523,1001,592
468,1253,683,1414,753
375,1370,412,1531,497
140,29,347,208,435
223,0,686,104,752
106,359,589,526,658
248,209,468,373,543
21,1073,844,1217,902
402,1798,893,1920,965
226,0,683,130,749
490,905,444,1046,523
20,1074,863,1218,920
132,131,322,301,412
341,1000,418,1133,494
38,1063,569,1195,637
331,915,460,1041,533
259,316,451,471,527
149,0,468,91,534
350,1089,347,1233,436
287,557,492,693,560
342,1010,422,1145,499
104,386,590,551,659
264,356,491,509,563
304,678,660,815,722
417,1889,636,1920,650
388,1578,718,1775,791
469,1237,685,1396,755
340,991,424,1124,498
485,976,454,1118,533
496,821,481,964,555
145,0,401,144,485
61,859,613,994,677
462,1344,593,1512,666
208,0,425,41,458
448,1549,401,1734,492
367,1268,317,1434,411
378,1411,477,1596,566
245,176,499,344,573
48,990,509,1120,580
315,774,647,906,709
24,1071,788,1214,846
99,452,525,610,599
217,0,557,79,617
154,0,595,6,601
210,0,427,52,483
310,726,681,861,742
327,881,508,1007,578
332,921,458,1047,531
87,599,413,742,493
336,957,450,1085,507
323,846,573,974,639
296,622,546,757,613
79,685,418,822,497
122,234,372,387,452
263,348,477,501,551
136,87,324,254,409
465,1302,659,1466,730
386,1535,673,1738,747
143,0,378,170,464
