453,1329,752,1421,789
123,247,609,420,677
429,1418,768,1503,802
58,773,704,886,750
304,793,719,897,763
499,1001,697,1119,744
305,799,724,904,769
227,176,636,353,705
108,397,637,551,697
203,0,569,71,629
201,0,570,43,611
286,674,704,789,752
277,617,694,738,744
138,66,575,268,653
231,229,617,397,685
207,0,556,126,638
22,868,829,975,871
292,715,709,826,757
283,655,701,771,748
42,862,719,965,761
215,29,579,226,655
319,884,731,981,773
10,864,947,976,987
247,388,649,536,709
48,829,714,937,758
354,1143,743,1227,788
479,1163,724,1268,766
82,615,676,745,728
260,496,670,630,726
103,444,646,592,704
478,1170,725,1274,767
358,1167,745,1253,785
377,1268,755,1352,789
27,870,768,975,811
373,1245,752,1336,791
400,1393,910,1478,943
95,513,658,655,714
224,136,646,319,716
490,1078,709,1188,754
264,528,676,659,731
21,867,845,975,886
367,1214,749,1305,789
378,1270,756,1360,793
281,643,699,760,748
497,1019,699,1135,746
290,702,708,814,753
441,1395,763,1480,798
440,1399,763,1483,800
438,1408,763,1487,806
226,161,644,340,713
132,154,588,322,662
445,1374,760,1460,795
275,605,691,727,741
340,1016,742,1105,782
341,1024,742,1113,782
361,1185,746,1269,785
368,1218,750,1311,789
370,1228,751,1319,789
47,835,715,942,759
205,0,557,98,633
85,592,672,725,725
135,104,582,299,658
489,1085,711,1194,755
322,899,733,996,775
345,1061,742,1150,783
230,216,615,387,683
387,1317,813,1410,847
374,1248,753,1341,791
471,1219,748,1320,788
124,234,607,411,675
311,835,729,936,773
427,1420,769,1504,802
488,1093,712,1203,756
337,987,742,1078,780
87,576,670,711,723
148,0,551,150,635
41,864,719,967,762
115,330,624,492,688
300,767,716,874,762
54,796,708,907,754
417,1432,771,1514,805
39,871,719,971,769
481,1148,722,1254,764
321,896,732,991,775
301,773,717,880,759
34,870,722,975,763
200,0,569,29,594
450,1346,755,1437,790
129,182,595,361,668
403,1404,899,1491,932
391,1340,850,1434,883
359,1173,745,1259,780
432,1414,767,1499,801
424,1425,770,1508,799
356,1157,744,1242,785
386,1313,802,1404,836
101,461,649,608,705
282,650,700,766,747
121,277,615,432,679
416,1435,773,1514,810
232,238,620,406,687
157,0,563,33,590
228,191,622,366,691
31,870,723,975,765
75,665,685,790,735
464,1267,757,1364,795
