400,686,926,793,965
90,1193,692,1258,724
209,1342,739,1400,764
151,1328,777,1387,800
399,693,923,800,962
425,634,739,738,782
417,610,747,714,797
133,1283,692,1347,718
388,777,829,864,869
347,1015,644,1093,680
424,629,734,735,778
345,1030,654,1109,681
267,1273,745,1339,774
162,1352,806,1409,829
389,772,835,861,875
408,636,844,743,885
315,1168,783,1243,815
165,1355,791,1413,811
454,820,677,914,717
411,620,799,725,847
274,1266,766,1332,794
473,966,772,1055,808
280,1255,731,1322,761
334,1103,642,1177,690
110,1245,765,1307,794
370,883,624,968,661
187,1363,723,1419,747
128,1271,687,1337,713
492,1089,682,1169,717
319,1156,776,1231,808
287,1241,708,1308,738
137,1291,694,1354,720
124,1265,694,1331,721
394,734,882,831,920
79,1163,677,1234,710
348,1007,637,1085,670
429,646,735,751,778
139,1296,702,1357,725
418,612,740,717,788
263,1277,725,1341,753
314,1174,789,1247,820
356,952,598,1032,633
7,1081,933,1173,969
458,851,710,944,749
494,1100,687,1180,716
292,1229,717,1298,748
87,1184,684,1252,710
144,1310,728,1368,750
186,1365,728,1418,751
474,973,760,1062,790
349,1001,627,1079,662
364,912,594,995,633
123,1262,697,1331,725
456,835,693,928,733
373,868,650,947,689
361,927,592,1009,625
19,1073,911,1162,947
341,1060,644,1136,680
402,672,924,781,963
174,1368,777,1423,801
378,836,702,925,740
237,1314,787,1376,813
43,1064,692,1146,731
171,1364,776,1420,802
184,1365,740,1419,762
251,1291,725,1353,752
464,896,782,990,819
160,1349,816,1408,837
256,1285,715,1347,740
51,1088,700,1167,737
159,1348,819,1405,841
16,1075,924,1165,960
309,1188,815,1262,846
80,1167,684,1236,717
130,1277,692,1341,715
28,1064,814,1151,847
421,619,737,726,781
220,1338,824,1399,848
198,1350,702,1406,725
244,1304,759,1366,786
480,1014,706,1098,742
486,1052,681,1134,717
301,1208,768,1279,798
403,665,915,773,955
241,1308,779,1371,804
36,1058,727,1143,764
252,1291,724,1353,750
324,1138,725,1213,758
126,1271,692,1331,719
206,1343,722,1401,747
66,1134,762,1210,795
70,1144,729,1218,757
181,1367,759,1422,781
365,908,599,989,639
67,1137,755,1212,789
25,1067,838,1155,875
238,1312,783,1375,806
114,1251,730,1313,759
109,1242,771,1306,799
98,1217,746,1282,776
311,1184,800,1257,832
465,904,794,997,831
384,799,777,893,815
69,1141,734,1214,768
53,1094,711,1173,747
49,1080,688,1160,726
24,1069,851,1155,887
178,1370,780,1425,800
14,1077,933,1167,969
277,1260,743,1327,772
283,1250,717,1317,748
84,1176,676,1245,708
255,1286,722,1349,744
461,873,744,966,781
81,1168,678,1239,711
247,1300,743,1360,770
97,1213,738,1279,769
157,1344,816,1402,839
193,1356,705,1412,729
374,863,660,944,698
268,1273,749,1338,778
444,732,634,831,673
401,679,927,788,966
455,827,684,921,724
