0;713.3208353108686;987.0953962980541;112;41;759.9977064220184;984.8463302752293;56;17;
1;1030.4314733235437;758.1431718061674;168;57;1064.595085995086;913.9169533169534;176;41;
2;1020.4674511767652;758.085628442664;144;57;1061.2188019966723;914.9963948973932;136;49;
3;1020.2621225983531;758.2628087831656;176;57;1064.2879593810444;913.8053675048355;184;41;
4;1014.3525322740815;760.9406653426017;160;57;1064.8474658869395;914.8866959064327;176;41;
5;995.9627170582227;762.2908580183861;152;49;1063.9934002111931;915.3928194297782;148;41;
6;990.8790322580645;766.2434017595308;168;57;1064.8481791338584;914.7249015748032;176;41;
7;978.6408010012516;769.6525657071339;152;49;1062.5801447776628;915.095139607032;152;41;
8;971.5223449001052;776.996319663512;168;49;1066.7968636911942;914.5585042219542;176;41;
9;958.436147757256;783.5651715039578;160;49;1062.0752427184466;915.7154800431499;136;41;
10;949.8375165125495;791.7918097754293;176;57;1064.4482843137255;914.586274509804;176;41;
11;940.084358974359;799.0892307692308;152;49;1060.577166437414;915.8162310866575;136;41;
12;930.653856141262;807.0449233965204;176;57;1064.485260770975;914.3227513227513;184;41;
13;918.3817204301075;810.1274193548387;152;49;1061.0037960954446;915.8522234273319;136;41;
14;907.032530737705;811.6349897540983;184;57;1064.8872417982989;914.4021871202916;184;41;
15;903.0615149974581;807.9544992374174;160;49;1067.098541018895;909.8282707486247;163;49;
16;890.6979742173112;802.8479347540122;144;57;1064.3479408658923;899.7338965153115;144;41;
17;878.812516434394;795.2519063896923;184;49;1065.5333171206225;884.09703307393;176;49;
18;869.4305875576036;790.081797235023;144;49;1063.6792807300053;874.5238862050456;144;49;
19;855.3564618644068;785.6872351694915;179;57;1062.1917808219177;861.3652152641879;176;49;
20;843.8792127258021;782.0520355891076;176;57;1061.4731906708344;853.4248617456119;168;49;
21;838.5821596244132;776.3286384976526;152;49;1059.1741346927824;844.1601824523746;144;49;
22;830.9928789420143;775.6358087487284;184;57;1062.9532574473237;835.2852991038992;176;41;
23;820.5948730234787;772.5141351221849;144;57;1058.5433480864358;831.496485290289;128;49;
24;808.0856228327553;770.0061349693251;167;57;1059.6823069403715;823.5202834799609;176;49;
25;796.3572366692935;770.4854215918045;144;65;1061.113595009098;823.6456979464518;136;49;
26;790.8945638432364;768.4045512010114;152;57;1062.395838820121;817.0039504872268;168;49;
27;780.4970023980816;769.5230815347721;128;57;1064.67082721488;815.0208027410671;160;49;
28;775.4776435045317;767.855589123867;160;49;1061.763698630137;813.9642857142857;163;49;
29;762.5572789115646;769.389387755102;144;57;1060.3833201789002;811.4206787687451;155;49;
30;756.8910891089109;771.5031266284523;160;57;1057.4726428920371;814.5429897410845;160;49;
31;739.2933860938383;773.6136235161108;160;57;1064.5062811092675;799.5501303626452;168;49;
32;725.4341127922971;777.0170563961485;160;49;1058.3486646884273;791.3194856577646;152;57;
33;718.9859154929577;782.198975672215;168;57;1051.8955555555556;793.9466666666667;168;57;
34;701.1002534497325;789.9281892424669;160;57;1054.3510045993705;777.6422173807795;144;81;
35;690.5728723404255;793.9313829787234;183;49;1045.6348448687352;773.6114558472553;152;73;
36;682.6223211800724;802.274144169218;160;49;1047.5170766658705;766.9369476952472;136;81;
37;668.360314640954;812.0307028672926;184;57;1107.3188405797102;733.3115942028985;24;9;
38;658.2331972789116;817.84;160;49;1032.5800321199144;763.9325481798716;131;65;
39;644.1865976573141;818.0228820484881;192;49;1029.9539551357734;761.156080283353;176;65;
40;642.3972873693134;818.4023735518508;152;49;1019.9882132333244;762.9949102598446;136;65;
41;622.6560951437067;811.4947968285431;192;57;1010.8820426756174;760.6590745624551;168;65;
42;619.8554732041049;809.5986316989738;152;49;1004.2572482867686;765.6128096995255;136;57;
43;605.3586927404233;800.0008036431824;200;49;1000.0389768574909;765.7926918392204;176;57;
44;598.7417055113792;793.624348779819;160;49;988.0648854961833;770.4773718647765;128;49;
45;588.4701640974639;789.5141720537047;192;49;972.9948480164863;777.703760947965;176;49;
46;575.8240096764439;784.2283035984276;160;49;970.0856830002738;781.5280591294826;128;57;
47;565.921870544625;777.6250356429997;184;41;959.8746885899352;790.0433482810164;176;57;
48;556.1826973340303;771.2984840564558;168;57;946.9329787234043;795.7018617021276;136;57;
49;544.6020532877047;769.3067709606453;184;57;932.9729070712544;807.931725819561;184;49;
50;540.7414355628059;767.9086460032627;149;81;928.7436252771619;809.3281596452329;136;49;
51;531.3790283790283;768.026455026455;160;81;913.4209959623149;816.4306864064603;184;49;
52;531.9691653375864;770.8383838383838;152;81;905.0016560861164;815.0747998895943;144;49;
53;515.7412653446647;769.8703966005666;160;73;892.1440791232291;810.1962042234696;184;49;
54;512.352773826458;774.5812233285917;168;73;884.2774939499866;800.915030922291;144;49;
