400,560,896,677,939
90,1291,790,1359,821
209,1420,812,1485,835
151,1415,815,1477,840
399,568,894,685,937
425,501,712,613,758
417,477,707,588,759
133,1380,809,1448,833
388,673,795,768,837
347,970,746,1060,783
424,497,711,609,757
345,989,747,1076,785
267,1322,785,1395,814
162,1433,818,1495,840
389,664,805,760,848
408,504,801,620,845
315,1168,759,1248,795
165,1437,819,1499,844
454,699,737,799,778
411,487,753,597,809
274,1307,781,1382,812
473,859,756,950,793
280,1295,777,1371,808
334,1084,740,1167,794
110,1337,799,1402,825
370,802,738,899,777
187,1448,819,1511,849
128,1370,807,1441,833
492,992,772,1074,805
319,1150,757,1232,793
287,1276,773,1352,807
137,1388,810,1455,834
124,1362,805,1434,831
394,617,854,726,895
79,1263,785,1333,812
348,961,746,1051,783
429,515,714,625,759
139,1392,811,1459,836
418,479,708,591,758
263,1329,787,1402,817
314,1173,760,1253,793
356,894,745,984,782
7,1161,968,1243,983
458,736,741,833,781
494,1005,774,1086,807
292,1259,771,1335,801
87,1284,789,1352,820
144,1401,812,1466,837
186,1449,819,1511,847
474,866,757,957,794
349,952,746,1043,784
364,841,741,936,780
123,1359,804,1432,832
456,718,739,815,775
373,784,736,873,776
361,859,743,954,778
19,1155,890,1239,924
341,1025,747,1114,785
402,544,890,661,933
174,1449,820,1511,846
378,746,732,845,771
237,1377,800,1445,828
43,1158,765,1238,803
171,1446,820,1509,849
184,1450,821,1511,845
251,1353,793,1423,818
464,786,762,880,800
160,1429,818,1492,841
256,1345,791,1414,817
51,1183,770,1261,805
159,1428,817,1491,842
16,1156,905,1240,939
309,1195,776,1274,810
80,1266,785,1336,817
130,1374,808,1444,832
28,1150,795,1232,828
421,487,710,600,757
220,1405,808,1471,832
198,1436,817,1498,841
244,1364,797,1435,825
480,910,763,998,798
486,953,768,1037,799
301,1226,767,1304,801
403,536,881,653,925
241,1369,798,1438,824
36,1149,763,1229,796
252,1351,793,1422,820
324,1129,754,1211,789
126,1369,806,1433,830
206,1424,814,1488,838
66,1228,778,1301,811
70,1239,780,1311,813
181,1449,821,1511,842
365,834,740,927,776
67,1230,779,1304,812
25,1152,820,1234,855
238,1376,800,1444,828
114,1346,801,1410,829
109,1335,799,1401,824
98,1310,794,1378,824
311,1186,765,1264,800
465,793,774,888,812
384,701,746,804,789
69,1236,780,1309,811
53,1189,771,1266,804
49,1177,769,1255,804
24,1152,830,1234,865
178,1449,821,1512,845
14,1158,916,1241,950
277,1302,779,1376,811
283,1290,775,1364,809
84,1277,787,1346,818
255,1345,791,1417,821
461,760,744,856,783
81,1268,786,1338,816
247,1359,795,1428,824
97,1308,793,1376,822
157,1424,817,1486,842
193,1443,818,1505,840
374,778,735,869,773
268,1320,784,1394,814
444,602,725,707,769
401,552,895,669,938
455,709,738,808,778
147,1407,813,1471,839
248,1358,795,1429,823
194,1440,818,1504,842
13,1157,923,1241,957
202,1430,815,1495,839
52,1186,770,1263,804
153,1418,815,1481,841
360,867,743,959,779
467,810,785,904,823
